@relation material_training_weka-weka.filters.unsupervised.attribute.NumericToNominal-Rlast-weka.filters.unsupervised.attribute.Remove-R2-289-weka.filters.unsupervised.attribute.NumericToNominal-R2-4-weka.filters.supervised.instance.SMOTE-C6-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C6-K5-P100.0-S1-weka.filters.supervised.instance.SMOTE-C6-K5-P40.0-S1-weka.filters.supervised.instance.SMOTE-C5-K5-P849.0-S1-weka.filters.supervised.instance.SMOTE-C4-K5-P890.0-S1-weka.filters.supervised.instance.SMOTE-C2-K5-P391.0-S1-weka.filters.supervised.instance.SMOTE-C3-K1-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1-weka.filters.supervised.instance.SMOTE-C3-K5-P500.0-S1

@attribute id numeric
@attribute num_room {0,1,2,3,4,5}
@attribute max_floor {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,47,48,57,99,117}
@attribute state {0,1,2,3}
@attribute material {0,1,2,3,4,5}

@data
37133,0,24,1,0
37134,2,1,0,0
37135,1,5,1,0
37136,0,20,0,0
37137,1,12,1,4
37138,0,25,1,0
37139,0,17,1,0
37140,0,17,1,0
37141,0,22,2,0
37142,1,19,1,0
37143,3,15,1,0
37144,1,29,1,3
37145,0,17,0,0
37146,0,17,2,0
37147,0,5,2,1
37148,1,17,2,0
37149,1,9,3,4
37150,1,8,2,1
37151,2,22,2,0
37152,2,22,0,0
37153,1,5,1,0
37154,2,18,1,0
37155,2,17,2,0
37156,3,9,1,0
37157,2,14,1,0
37158,1,5,2,1
37159,1,17,2,0
37160,1,17,0,3
37161,1,17,2,0
37162,1,17,1,0
37163,0,19,1,0
37164,2,14,1,0
37165,2,12,2,0
37166,0,9,2,1
37167,0,5,2,0
37168,1,5,1,1
37169,2,17,2,0
37170,2,13,0,0
37171,2,17,1,0
37172,1,17,2,0
37173,0,9,1,0
37174,1,16,1,0
37175,2,8,2,1
37176,1,17,1,0
37177,1,17,0,0
37178,1,9,1,1
37179,0,17,1,0
37180,1,5,1,1
37181,1,5,1,1
37182,2,17,2,0
37183,1,9,1,0
37184,0,12,1,0
37185,1,5,1,1
37186,2,12,1,0
37187,0,17,0,0
37188,1,16,0,5
37189,0,12,1,0
37190,0,12,2,0
37191,1,7,1,1
37192,1,18,2,0
37193,1,1,0,0
37194,0,14,1,0
37195,2,9,1,0
37196,0,24,0,3
37197,0,22,1,4
37198,3,17,0,0
37199,1,19,0,0
37200,0,14,2,0
37201,2,18,2,0
37202,0,1,0,0
37203,2,9,1,0
37204,1,12,1,0
37205,1,17,1,0
37206,2,17,2,0
37207,1,5,2,0
37208,1,22,2,0
37209,0,14,1,0
37210,2,17,2,0
37211,1,17,0,0
37212,2,10,2,0
37213,0,22,0,3
37214,2,14,1,0
37215,1,25,0,0
37216,0,1,0,0
37217,1,14,2,1
37218,1,17,1,0
37219,1,25,2,0
37220,1,14,1,1
37221,0,12,0,3
37222,2,17,3,0
37223,0,12,0,0
37224,1,17,0,0
37225,1,1,0,0
37226,2,17,1,0
37227,2,16,2,0
37228,1,5,1,1
37229,0,25,2,3
37230,0,25,1,0
37231,1,5,2,1
37232,2,20,0,0
37233,0,12,1,0
37234,0,19,1,3
37235,1,17,2,3
37236,0,19,0,0
37237,1,11,1,0
37238,1,12,2,4
37239,0,9,1,1
37240,2,9,1,0
37241,1,7,2,4
37242,1,16,1,4
37243,1,20,0,0
37244,0,17,3,0
37245,0,11,0,0
37246,0,17,2,3
37247,1,12,2,0
37248,1,11,2,0
37249,1,22,0,0
37250,1,20,1,0
37251,1,9,1,0
37252,0,5,2,1
37253,0,4,1,0
37254,1,9,1,0
37255,2,17,2,0
37256,1,17,1,0
37257,0,17,0,0
37258,0,17,2,0
37259,2,17,1,0
37260,1,30,0,0
37261,1,9,2,0
37262,2,9,1,0
37263,0,10,3,1
37264,0,16,1,0
37265,1,5,2,1
37266,2,13,2,5
37267,1,17,1,0
37268,0,33,0,3
37269,0,9,1,1
37270,1,12,1,4
37271,1,19,1,0
37272,1,17,1,0
37273,0,17,0,3
37274,0,9,1,1
37275,1,17,1,0
37276,1,17,2,0
37277,1,12,2,0
37278,0,17,1,0
37279,1,17,1,0
37280,1,9,1,1
37281,1,17,2,0
37282,2,16,1,4
37283,0,5,2,0
37284,1,17,1,0
37285,0,17,0,0
37286,0,4,0,5
37287,2,16,1,0
37288,0,12,1,4
37289,0,12,1,0
37290,0,14,2,0
37291,1,12,1,4
37292,2,5,1,1
37293,0,19,2,0
37294,2,12,2,4
37295,1,5,1,0
37296,1,17,1,0
37297,0,1,0,0
37298,1,9,1,0
37299,0,7,2,0
37300,2,12,1,0
37301,0,25,0,5
37302,1,12,1,1
37303,1,18,2,0
37304,0,17,2,0
37305,0,12,1,0
37306,0,17,1,0
37307,0,16,1,0
37308,1,5,2,1
37309,1,14,1,0
37310,0,12,2,4
37311,0,17,2,0
37312,0,5,1,0
37313,1,22,2,0
37314,2,14,1,0
37315,1,5,2,1
37316,2,9,1,0
37317,1,17,1,0
37318,0,12,1,0
37319,0,1,0,0
37320,1,25,1,3
37321,1,16,2,4
37322,1,9,1,1
37323,1,12,2,5
37324,1,9,1,4
37325,0,12,1,0
37326,0,16,1,0
37327,1,10,2,3
37328,1,11,0,5
37329,1,5,1,1
37330,1,5,1,0
37331,0,5,1,1
37332,2,23,3,0
37333,0,17,1,0
37334,0,17,1,0
37335,0,17,2,0
37336,0,28,1,3
37337,1,17,0,0
37338,0,17,1,0
37339,1,12,1,4
37340,1,16,2,0
37341,0,8,2,0
37342,1,17,1,0
37343,0,12,1,0
37344,1,22,2,0
37345,0,5,2,1
37346,0,17,1,0
37347,2,12,1,0
37348,0,9,2,0
37349,2,17,1,0
37350,1,9,1,1
37351,0,14,1,1
37352,0,19,2,3
37353,0,14,1,0
37354,1,12,1,4
37355,1,17,1,0
37356,2,17,0,0
37357,1,17,2,5
37358,0,12,1,0
37359,1,5,2,1
37360,1,17,1,0
37361,0,12,1,0
37362,2,17,1,0
37363,1,17,1,0
37364,0,17,0,0
37365,0,12,2,0
37366,1,12,1,0
37367,2,5,1,1
37368,1,14,2,0
37369,0,14,1,1
37370,2,14,2,0
37371,0,17,2,5
37372,2,7,0,3
37373,1,17,2,0
37374,1,3,0,1
37375,0,5,1,4
37376,2,16,0,0
37377,0,12,1,0
37378,0,17,2,0
37379,1,14,1,0
37380,1,6,1,1
37381,0,12,3,0
37382,1,17,2,0
37383,1,5,1,1
37384,0,1,0,0
37385,2,12,1,0
37386,2,12,1,4
37387,0,14,2,0
37388,1,16,1,0
37389,1,17,1,0
37390,1,8,1,1
37391,1,5,1,1
37392,1,8,2,1
37393,1,1,0,0
37394,0,12,2,0
37395,1,17,0,0
37396,0,12,2,4
37397,0,5,1,1
37398,2,4,0,1
37399,2,24,0,5
37400,0,17,1,0
37401,0,20,0,0
37402,2,16,1,0
37403,1,5,2,0
37404,0,14,1,4
37405,1,12,1,0
37406,0,9,1,0
37407,0,16,0,0
37408,0,17,0,5
37409,2,5,1,1
37410,1,9,1,1
37411,0,17,0,0
37412,0,3,0,0
37413,0,9,1,1
37414,0,9,2,0
37415,2,1,0,0
37416,0,13,0,0
37417,0,20,0,0
37418,1,20,0,0
37419,0,24,2,0
37420,1,11,1,5
37421,1,24,2,3
37422,1,24,1,0
37423,1,12,1,4
37424,1,24,0,3
37425,0,1,0,0
37426,1,5,1,1
37427,0,19,1,0
37428,2,9,1,0
37429,1,17,2,0
37430,0,9,0,5
37431,0,17,0,1
37432,0,16,1,0
37433,2,12,2,0
37434,1,17,1,0
37435,0,5,1,1
37436,0,14,1,4
37437,0,1,0,0
37438,1,17,3,1
37439,2,25,1,0
37440,1,14,1,0
37441,0,1,0,0
37442,1,17,1,0
37443,0,17,1,0
37444,2,5,1,0
37445,0,17,1,0
37446,2,1,0,0
37447,1,9,1,4
37448,1,8,1,1
37449,1,16,1,0
37450,1,7,2,1
37451,1,11,3,5
37452,1,17,2,0
37453,1,22,2,0
37454,0,12,2,5
37455,2,9,2,0
37456,1,12,1,0
37457,0,1,0,0
37458,0,18,0,0
37459,3,14,1,0
37460,2,8,1,1
37461,1,17,0,0
37462,1,12,0,4
37463,0,12,1,0
37464,3,15,2,3
37465,1,5,2,1
37466,1,5,1,1
37467,2,14,2,0
37468,1,12,1,0
37469,1,5,1,1
37470,0,5,1,1
37471,1,14,1,0
37472,0,6,0,0
37473,0,24,2,0
37474,0,16,1,0
37475,3,22,1,0
37476,1,22,2,0
37477,0,9,1,0
37478,0,25,3,3
37479,1,17,0,0
37480,2,9,0,5
37481,2,14,1,0
37482,0,9,1,1
37483,2,16,1,4
37484,3,22,3,0
37485,0,17,1,0
37486,1,12,1,0
37487,0,5,1,1
37488,1,9,1,0
37489,1,9,2,4
37490,2,11,2,3
37491,0,9,1,0
37492,0,14,1,0
37493,0,1,0,0
37494,1,17,1,0
37495,2,14,2,0
37496,0,17,0,1
37497,1,17,1,0
37498,0,9,1,0
37499,1,17,2,0
37500,0,19,1,0
37501,0,9,1,0
37502,0,9,1,0
37503,2,1,2,0
37504,1,20,1,0
37505,0,17,1,0
37506,2,5,2,4
37507,2,12,2,0
37508,2,16,0,4
37509,2,16,2,0
37510,1,13,1,3
37511,1,5,1,1
37512,0,12,1,0
37513,2,17,0,0
37514,2,16,1,4
37515,1,5,1,0
37516,0,17,0,0
37517,0,5,1,1
37518,2,5,1,0
37519,1,17,1,0
37520,0,1,0,0
37521,2,17,1,0
37522,1,14,1,4
37523,0,19,1,0
37524,0,17,0,0
37525,1,9,1,0
37526,2,17,1,0
37527,1,19,2,0
37528,1,5,0,0
37529,0,12,0,0
37530,0,1,0,0
37531,2,17,1,0
37532,2,17,2,0
37533,1,12,1,0
37534,1,9,1,4
37535,1,17,1,0
37536,2,17,1,3
37537,1,5,1,1
37538,1,25,0,0
37539,1,22,2,0
37540,0,13,0,0
37541,0,17,1,0
37542,1,12,1,0
37543,1,14,2,0
37544,2,16,1,0
37545,0,5,1,1
37546,2,9,1,0
37547,1,5,1,1
37548,1,9,1,0
37549,0,20,0,0
37550,0,23,2,0
37551,0,12,2,4
37552,1,5,1,1
37553,2,1,0,0
37554,2,1,0,0
37555,1,7,0,1
37556,0,20,0,0
37557,0,12,1,0
37558,1,5,1,4
37559,1,3,0,3
37560,0,17,2,1
37561,1,11,0,5
37562,1,9,1,0
37563,1,14,2,0
37564,0,29,0,0
37565,2,16,1,4
37566,3,6,1,1
37567,3,5,1,1
37568,0,17,1,0
37569,1,15,0,0
37570,1,17,0,0
37571,2,16,1,0
37572,1,12,1,4
37573,0,9,1,0
37574,2,8,1,1
37575,0,16,1,4
37576,2,5,1,0
37577,2,22,0,3
37578,1,20,0,0
37579,1,18,0,0
37580,1,14,2,0
37581,0,12,1,0
37582,2,12,2,4
37583,1,16,2,4
37584,1,17,1,0
37585,0,17,2,0
37586,0,12,1,0
37587,0,20,1,0
37588,0,17,1,0
37589,1,22,2,0
37590,1,17,1,0
37591,2,9,1,1
37592,0,12,2,1
37593,0,12,0,0
37594,1,17,2,0
37595,1,9,1,0
37596,1,16,1,0
37597,1,9,1,1
37598,0,17,1,0
37599,3,5,1,1
37600,1,12,1,4
37601,0,9,1,0
37602,2,17,1,0
37603,2,12,1,1
37604,0,40,0,3
37605,2,17,2,0
37606,1,6,0,0
37607,0,14,2,1
37608,3,9,2,0
37609,1,9,1,0
37610,0,9,1,0
37611,1,12,1,0
37612,2,12,1,0
37613,1,9,1,0
37614,0,17,1,0
37615,1,1,0,0
37616,0,9,1,1
37617,0,12,1,1
37618,2,17,2,0
37619,0,7,2,1
37620,0,23,1,0
37621,1,18,0,0
37622,1,17,0,0
37623,1,12,1,0
37624,0,9,1,4
37625,2,25,0,0
37626,1,23,2,0
37627,1,17,0,3
37628,0,12,0,0
37629,2,9,2,0
37630,0,17,1,0
37631,1,16,1,4
37632,1,22,0,0
37633,1,16,0,0
37634,1,17,2,5
37635,2,20,0,0
37636,1,8,1,1
37637,1,9,1,1
37638,1,17,0,3
37639,1,22,0,0
37640,0,19,2,0
37641,2,17,1,0
37642,1,22,0,0
37643,0,1,0,0
37644,1,17,0,0
37645,2,16,1,4
37646,2,17,2,0
37647,2,9,1,0
37648,1,17,2,0
37649,1,14,2,1
37650,1,25,1,0
37651,1,12,1,0
37652,1,5,1,1
37653,1,5,1,1
37654,1,9,1,1
37655,0,22,0,0
37656,1,25,0,3
37657,2,9,0,0
37658,0,17,1,0
37659,0,16,1,0
37660,1,9,1,0
37661,1,19,1,0
37662,0,12,1,0
37663,1,12,1,0
37664,1,5,2,0
37665,2,31,0,3
37666,1,14,1,4
37667,1,14,1,0
37668,1,5,2,1
37669,2,17,0,0
37670,1,29,0,5
37671,1,17,2,0
37672,1,12,1,0
37673,0,16,2,4
37674,0,9,2,0
37675,1,12,1,0
37676,1,5,1,0
37677,0,14,2,0
37678,1,14,1,0
37679,1,17,2,0
37680,2,12,1,0
37681,1,25,0,3
37682,0,3,0,0
37683,0,16,0,5
37684,1,17,0,5
37685,0,14,1,4
37686,5,40,0,3
37687,2,12,2,0
37688,0,17,1,0
37689,0,19,0,0
37690,0,14,2,0
37691,0,1,0,0
37692,0,23,2,0
37693,0,9,2,0
37694,2,12,1,0
37695,2,14,0,0
37696,0,5,1,0
37697,2,16,1,0
37698,1,5,1,1
37699,1,17,2,0
37700,0,12,1,0
37701,0,12,1,0
37702,1,1,0,0
37703,0,20,0,0
37704,2,22,1,0
37705,0,12,1,4
37706,0,17,0,5
37707,0,15,0,3
37708,0,14,1,0
37709,1,17,1,0
37710,2,5,1,1
37711,0,18,1,3
37712,2,9,0,3
37713,0,12,0,0
37714,1,12,1,4
37715,2,9,1,0
37716,1,11,1,1
37717,2,17,2,0
37718,0,17,0,3
37719,1,17,0,0
37720,2,10,0,1
37721,1,17,2,0
37722,1,9,1,0
37723,1,20,0,0
37724,2,16,2,0
37725,2,25,0,3
37726,0,9,0,5
37727,2,9,2,0
37728,1,14,2,0
37729,2,23,3,5
37730,2,12,1,0
37731,1,12,1,4
37732,1,5,1,4
37733,4,5,2,0
37734,1,5,2,1
37735,1,17,0,0
37736,1,17,1,0
37737,0,9,2,0
37738,2,5,1,0
37739,2,25,1,0
37740,0,20,0,0
37741,1,5,2,1
37742,1,5,1,1
37743,1,5,1,1
37744,2,9,1,0
37745,0,14,2,0
37746,2,16,1,0
37747,0,18,0,3
37748,0,1,0,0
37749,1,5,1,0
37750,0,25,1,0
37751,1,17,0,0
37752,1,16,1,0
37753,3,11,3,3
37754,1,9,2,0
37755,0,17,1,0
37756,2,17,2,5
37757,2,17,2,0
37758,0,5,2,1
37759,2,14,2,0
37760,1,20,0,0
37761,0,14,0,5
37762,1,5,1,0
37763,3,8,1,1
37764,3,10,1,0
37765,0,17,0,0
37766,2,12,1,0
37767,0,17,1,0
37768,0,40,0,0
37769,2,10,0,0
37770,1,9,1,0
37771,1,17,1,0
37772,1,17,0,0
37773,2,9,1,0
37774,1,9,1,3
37775,0,16,0,0
37776,1,17,1,0
37777,1,17,0,5
37778,1,5,2,1
37779,1,9,1,0
37780,1,17,0,0
37781,0,6,0,0
37782,2,12,2,3
37783,1,19,1,0
37784,2,17,2,0
37785,2,5,1,1
37786,0,24,2,0
37787,5,9,1,0
37788,0,5,1,1
37789,2,17,1,0
37790,1,3,0,3
37791,0,17,1,0
37792,1,3,0,3
37793,2,17,2,0
37794,1,24,0,0
37795,2,1,0,0
37796,2,17,1,1
37797,1,17,1,0
37798,2,9,1,1
37799,1,12,1,0
37800,0,17,0,0
37801,1,17,0,0
37802,0,16,2,0
37803,2,18,1,0
37804,2,17,2,0
37805,2,9,2,0
37806,2,20,0,0
37807,0,1,0,0
37808,3,20,0,0
37809,0,19,1,0
37810,1,9,1,0
37811,1,16,2,4
37812,1,17,1,0
37813,1,17,0,0
37814,2,21,1,3
37815,2,16,3,0
37816,1,5,1,1
37817,1,16,1,0
37818,1,17,1,0
37819,1,20,0,0
37820,1,5,1,1
37821,0,17,2,0
37822,1,12,1,4
37823,2,17,2,0
37824,0,17,1,0
37825,2,6,1,1
37826,0,24,2,1
37827,2,17,1,0
37828,1,12,1,4
37829,2,31,0,3
37830,2,9,1,0
37831,2,5,2,1
37832,0,5,2,1
37833,0,17,1,0
37834,1,17,1,0
37835,1,1,0,0
37836,0,19,0,5
37837,1,14,1,0
37838,0,14,0,3
37839,2,17,1,0
37840,2,5,1,0
37841,1,13,1,0
37842,1,16,1,0
37843,0,9,1,1
37844,1,5,1,0
37845,2,9,1,0
37846,1,5,1,1
37847,0,17,1,0
37848,2,17,0,0
37849,1,12,1,0
37850,2,9,2,0
37851,0,25,0,0
37852,1,16,1,0
37853,1,12,2,0
37854,1,12,2,4
37855,1,17,0,0
37856,2,7,1,1
37857,0,1,0,3
37858,1,17,1,0
37859,1,15,1,4
37860,1,9,1,0
37861,1,12,1,4
37862,1,12,1,0
37863,2,18,1,0
37864,0,1,0,0
37865,1,18,0,3
37866,1,24,1,0
37867,1,5,1,1
37868,1,5,1,1
37869,3,6,1,1
37870,0,17,2,0
37871,1,18,0,3
37872,2,9,1,0
37873,0,12,1,0
37874,2,13,2,0
37875,1,10,0,0
37876,1,27,2,0
37877,0,17,2,0
37878,0,17,2,0
37879,1,20,0,0
37880,0,14,1,0
37881,2,22,3,0
37882,0,9,2,0
37883,2,17,1,0
37884,1,9,1,0
37885,0,16,1,3
37886,0,9,1,0
37887,0,13,0,0
37888,1,20,0,0
37889,1,12,1,0
37890,1,17,1,0
37891,0,13,0,0
37892,1,9,2,1
37893,2,12,2,0
37894,0,3,0,1
37895,1,13,0,0
37896,2,9,2,1
37897,0,17,2,0
37898,2,16,1,0
37899,1,12,1,4
37900,0,17,0,3
37901,1,17,1,0
37902,1,16,0,5
37903,2,17,0,0
37904,1,12,1,0
37905,0,22,1,0
37906,1,14,1,4
37907,1,17,2,0
37908,0,14,0,0
37909,0,9,1,1
37910,1,17,0,0
37911,0,9,0,5
37912,2,9,1,0
37913,0,24,0,5
37914,0,8,2,1
37915,1,9,2,0
37916,3,23,2,0
37917,1,14,1,0
37918,0,16,0,0
37919,1,12,1,0
37920,1,1,0,0
37921,2,12,0,0
37922,0,9,1,0
37923,1,20,0,3
37924,0,1,0,0
37925,0,17,0,0
37926,0,1,0,0
37927,0,12,1,4
37928,2,22,0,3
37929,3,20,0,0
37930,1,3,0,3
37931,0,25,2,0
37932,1,1,0,0
37933,1,17,2,0
37934,0,17,0,0
37935,1,16,1,4
37936,0,16,1,0
37937,1,17,2,0
37938,0,17,2,0
37939,1,20,0,1
37940,2,14,2,0
37941,4,5,1,1
37942,0,12,1,0
37943,1,9,1,0
37944,1,16,1,0
37945,1,17,1,0
37946,0,16,3,0
37947,1,15,2,3
37948,3,17,2,0
37949,1,12,2,0
37950,2,17,0,0
37951,1,3,1,1
37952,2,9,1,0
37953,0,5,1,1
37954,0,9,1,0
37955,2,9,0,0
37956,1,8,1,1
37957,0,12,1,0
37958,2,9,1,0
37959,0,1,0,0
37960,0,25,0,0
37961,0,5,2,1
37962,0,17,2,0
37963,2,14,2,0
37964,2,5,1,4
37965,1,14,1,0
37966,1,19,0,0
37967,0,12,2,4
37968,1,5,2,4
37969,0,5,2,0
37970,1,17,0,3
37971,2,23,1,3
37972,1,1,0,0
37973,0,12,2,4
37974,2,12,2,0
37975,0,1,0,0
37976,0,1,0,0
37977,1,5,1,1
37978,1,25,0,3
37979,0,17,2,0
37980,2,16,1,0
37981,0,5,2,0
37982,0,9,1,0
37983,1,17,2,0
37984,0,9,1,1
37985,0,25,2,0
37986,2,9,1,0
37987,2,1,0,0
37988,0,20,0,0
37989,1,17,1,0
37990,2,16,1,0
37991,0,25,0,0
37992,2,13,0,3
37993,0,1,0,0
37994,0,25,2,0
37995,1,12,1,0
37996,0,17,1,0
37997,0,24,0,0
37998,1,15,0,3
37999,2,12,0,0
38000,1,4,0,0
38001,2,9,1,0
38002,0,5,1,1
38003,2,20,1,3
38004,0,25,0,0
38005,1,16,2,0
38006,0,17,1,0
38007,0,17,1,3
38008,0,17,2,0
38009,1,20,0,0
38010,0,17,0,3
38011,2,16,1,0
38012,1,12,2,0
38013,1,17,2,0
38014,0,17,2,0
38015,0,9,1,0
38016,1,5,2,0
38017,0,1,0,0
38018,2,14,1,0
38019,2,17,2,0
38020,1,1,0,0
38021,1,25,2,3
38022,1,1,0,0
38023,4,17,2,0
38024,1,12,1,1
38025,1,23,0,3
38026,1,9,1,0
38027,0,26,0,0
38028,1,16,1,0
38029,1,12,1,1
38030,0,1,0,0
38031,2,22,1,4
38032,0,12,1,0
38033,2,17,1,0
38034,1,12,2,0
38035,1,17,0,0
38036,0,12,1,0
38037,1,17,1,0
38038,1,24,0,5
38039,1,17,0,0
38040,2,12,1,0
38041,1,20,0,0
38042,1,17,2,0
38043,2,1,1,0
38044,2,17,2,0
38045,0,17,1,0
38046,1,14,2,0
38047,1,5,1,1
38048,1,17,1,0
38049,2,12,2,0
38050,0,10,1,0
38051,1,17,2,0
38052,2,14,2,0
38053,2,25,2,0
38054,2,14,1,0
38055,1,16,2,0
38056,2,12,1,4
38057,0,1,0,0
38058,0,17,0,0
38059,2,17,0,0
38060,0,1,0,0
38061,1,17,0,3
38062,1,12,1,0
38063,2,20,0,0
38064,1,12,1,0
38065,2,17,1,0
38066,1,12,1,0
38067,0,9,0,0
38068,2,16,2,0
38069,2,17,2,0
38070,2,1,0,0
38071,1,9,1,0
38072,2,17,2,0
38073,1,16,1,4
38074,1,12,1,0
38075,1,10,2,1
38076,0,12,1,0
38077,1,9,2,0
38078,2,17,0,5
38079,0,10,1,1
38080,1,20,0,0
38081,1,40,1,3
38082,0,14,1,0
38083,1,5,1,4
38084,1,12,1,0
38085,1,17,0,3
38086,0,1,0,0
38087,1,14,2,1
38088,0,12,1,0
38089,1,5,1,1
38090,1,1,1,0
38091,1,22,2,0
38092,2,23,1,3
38093,1,18,0,0
38094,2,9,1,1
38095,2,17,0,0
38096,0,1,0,0
38097,2,17,1,3
38098,0,14,0,0
38099,2,2,0,5
38100,1,17,0,0
38101,2,16,0,0
38102,2,25,0,0
38103,2,15,2,3
38104,0,1,0,1
38105,1,5,1,4
38106,1,9,2,0
38107,0,13,1,0
38108,2,16,2,4
38109,0,17,0,0
38110,2,3,2,0
38111,1,17,0,3
38112,0,17,1,0
38113,1,17,1,0
38114,2,1,0,0
38115,0,17,0,0
38116,0,20,0,0
38117,1,17,2,0
38118,0,30,0,5
38119,0,16,0,0
38120,1,1,0,3
38121,0,25,1,0
38122,0,1,1,0
38123,0,1,0,0
38124,1,17,0,0
38125,1,16,2,0
38126,1,16,0,0
38127,0,1,1,0
38128,0,1,0,0
38129,0,17,0,0
38130,0,17,0,0
38131,1,12,1,4
38132,1,12,1,0
38133,0,1,0,0
38134,0,9,1,4
38135,2,5,2,0
8193.978876,0,17,0,5
8302.023533,0,17,0,5
8704.83641,0,17,0,5
8160.300379,0,17,0,5
8252.704301,0,17,0,5
8964.973688,0,17,0,5
8645.055921,0,17,0,5
8646.943359,0,17,0,5
8701.896164,0,17,0,5
8490.164441,0,17,0,5
8570.248214,0,17,0,5
8643.101312,0,17,0,5
8330.85277,0,17,0,5
8297.849189,0,17,0,5
8622.154903,0,17,0,5
8880.75168,0,17,0,5
8830.385966,0,17,0,5
8652.165947,0,17,0,5
8675.906593,0,17,0,5
8637.822391,0,17,0,5
8840.550386,0,1,0,5
8855.527566,0,1,0,5
8700.965636,0,1,0,5
8683.370954,0,1,0,5
8846.369756,0,1,0,5
8843.816306,0,1,0,5
8896.715231,0,1,0,5
8903.198668,0,1,0,5
8938.657439,0,1,0,5
8911.990698,0,1,0,5
9526.884169,0,1,0,5
9469.808043,0,1,0,5
9005.096489,0,1,0,5
9446.470558,0,1,0,5
8926.593567,0,1,0,5
9272.96165,0,1,0,5
9588.751155,0,1,0,5
9446.045991,0,1,0,5
9644.911614,0,1,0,5
9457.718099,0,1,0,5
9927.534841,1,17,0,5
9964.255082,1,17,0,5
9905.292288,1,17,0,5
9941.119496,1,17,0,5
9922.426613,1,17,0,5
9962.856766,1,17,0,5
9959.130285,1,17,0,5
9957.490697,1,17,0,5
10031.2395,1,17,0,5
9921.824485,1,17,0,5
10109.695313,1,17,0,5
9917.749544,1,17,0,5
9951.256494,1,17,0,5
9987.264125,1,17,0,5
9956.678642,1,17,0,5
10112.658936,2,12,0,5
10113.686208,2,12,0,5
10096.060082,2,12,0,5
10073.399532,2,12,0,5
10010.575168,2,12,0,5
10070.90613,2,12,0,5
10102.52891,2,12,0,5
10089.029255,2,12,0,5
10120.434504,2,12,0,5
10089.916449,2,12,0,5
10121.117755,2,12,0,5
10104.113951,2,12,0,5
10127.120047,2,12,0,5
10123.494275,2,12,0,5
10129.260875,2,12,0,5
10135.080278,2,12,0,5
10166.822133,2,12,0,5
10097.631192,2,12,0,5
10123.751616,2,12,0,5
10166.16289,2,12,0,5
10167.563732,2,12,0,5
10122.381392,2,12,0,5
10123.2751,2,12,0,5
10124.494487,2,12,0,5
10161.663383,2,12,0,5
10162.917171,2,12,0,5
10149.980858,2,12,0,5
10131.96857,2,12,0,5
10131.449351,2,12,0,5
10179.916799,2,12,0,5
10161.072539,0,25,0,5
10132.005611,0,25,0,5
10143.847916,0,25,0,5
10187.06202,0,25,0,5
10180.667145,0,25,0,5
10161.545227,1,25,0,5
10181.595184,1,25,0,5
10174.229943,1,25,0,5
10220.14196,1,25,0,5
10156.792755,1,25,0,5
10162.595496,1,25,0,5
10184.082634,1,25,0,5
10176.434206,1,25,0,5
10185.674751,1,25,0,5
10230.800217,1,25,0,5
10201.262357,1,25,0,5
10196.935747,1,25,0,5
10184.349848,1,25,0,5
10156.962412,1,25,0,5
10202.862078,1,25,0,5
10199.704012,1,16,0,5
10215.206407,1,16,0,5
10203.981699,1,16,0,5
10212.744478,1,16,0,5
10193.836876,1,16,0,5
10264.298232,1,17,0,5
10237.090487,1,17,0,5
10239.496148,1,17,0,5
10250.687014,1,17,0,5
10228.522056,1,17,0,5
10213.678303,1,17,0,5
10239.482007,1,17,0,5
10282.828834,1,17,0,5
10224.608501,1,17,0,5
10316.833126,1,17,0,5
10327.461821,2,17,0,5
10310.749347,2,17,0,5
10352.094651,2,17,0,5
10284.382913,2,17,0,5
10315.277046,2,17,0,5
10372.086749,2,12,0,5
10359.996348,2,12,0,5
10355.087799,2,12,0,5
10303.904392,2,12,0,5
10322.62019,2,12,0,5
10359.88265,2,12,0,5
10362.539391,2,12,0,5
10370.390827,2,12,0,5
10354.412748,2,12,0,5
10341.408767,2,12,0,5
10372.115822,2,12,0,5
10363.554441,2,12,0,5
10331.349614,2,12,0,5
10373.039422,2,12,0,5
10302.681903,2,12,0,5
10371.066944,2,12,0,5
10363.816246,2,12,0,5
10373.539356,2,12,0,5
10344.833281,2,12,0,5
10325.035015,2,12,0,5
10491.829059,1,1,0,5
10580.260954,1,1,0,5
10447.371765,1,1,0,5
10610.133079,1,1,0,5
10604.555357,1,1,0,5
10624.618906,1,1,0,5
10636.038162,1,1,0,5
10726.119371,1,1,0,5
10733.465036,1,1,0,5
10651.939154,1,1,0,5
10632.885014,1,1,0,5
10654.169855,1,1,0,5
10627.527659,1,1,0,5
10630.730261,1,1,0,5
10647.889466,1,1,0,5
10683.249961,1,1,0,5
10684.391391,1,1,0,5
10751.827863,1,1,0,5
10718.424015,1,1,0,5
10693.62325,1,1,0,5
10707.76324,1,1,0,5
